Affy Probe Id,Gene,Ensembl gene ID,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,
206658_at,UPK3B,ENSG00000243566,6184,3324.9751,-2.39313,0.0131,0.001,
218999_at,TMEM140,ENSG00000146859,18363,3326.6772,-2.2035,0.0131,0.001,
204389_at,MAOA,ENSG00000189221,3916,3327.7203,-2.77599,0.0132,0.001,
202667_s_at,SLC39A7,ENSG00000112473,2195,3328.4803,-2.34112,0.0132,0.001,
212184_s_at,TAB2,ENSG00000055208,11570,3328.9418,-2.38816,0.0132,0.001,
213172_at,TTC9,ENSG00000133985,12554,3329.1545,-2.21653,0.0132,0.001,
217803_at,GOLPH3,ENSG00000113384,17168,3331.0403,-2.48217,0.0133,0.001,
46142_at,LMF1,ENSG00000103227,22022,3336.7586,-2.22222,0.0135,0.001,
213127_s_at,MED8,ENSG00000159479,12510,3338.1573,-2.33642,0.0135,0.001,
218723_s_at,C13orf15,ENSG00000102760,18087,3339.6289,-2.09871,0.0135,0.001,
220744_s_at,IFT122,ENSG00000163913,20108,3343.1536,-2.51647,0.0137,0.001,
209089_at,RAB5A,ENSG00000144566,8583,3344.098,-2.35953,0.0137,0.001,
222244_s_at,TUG1,ENSG00000253352,21603,3345.4594,-2.34534,0.0137,0.001,
219017_at,ETNK1,ENSG00000139163,18381,3346.1166,-2.3651,0.0137,0.001,
201367_s_at,ZFP36L2,ENSG00000152518,895,3346.1457,-2.78543,0.0137,0.001,
204981_at,SLC22A18,ENSG00000110628,4508,3346.6391,-2.35169,0.0138,0.001,
201810_s_at,SH3BP5,ENSG00000131370,1338,3349.4465,-2.18026,0.0139,0.0011,
213441_x_at,SPDEF,ENSG00000124664,12822,3351.0001,-2.3408,0.0139,0.0011,
201106_at,GPX4,ENSG00000167468,634,3351.5955,-2.2414,0.0139,0.0011,
217795_s_at,TMEM43,ENSG00000170876,17160,3353.8704,-2.04514,0.014,0.0011,
209472_at,CCBL2,ENSG00000137944,8965,3354.8885,-2.38237,0.014,0.0011,
202998_s_at,LOXL2,ENSG00000134013,2527,3354.9983,-2.30905,0.014,0.0011,
221757_at,PIK3IP1,ENSG00000100100,21117,3355.4993,-2.35708,0.014,0.0011,
208072_s_at,DGKD,ENSG00000077044,7581,3355.5262,-2.22437,0.014,0.0011,
221498_at,SNX27,ENSG00000143376,20861,3355.6417,-2.319,0.014,0.0011,
208248_x_at,APLP2,ENSG00000084234,7752,3357.8197,-2.27726,0.0141,0.0011,
202068_s_at,LDLR,ENSG00000130164,1596,3359.6838,-2.24638,0.0142,0.0011,
208949_s_at,LGALS3,ENSG00000131981,8444,3360.7846,-2.27679,0.0142,0.0011,
212099_at,RHOB,ENSG00000143878,11485,3361.6027,-2.21868,0.0142,0.0011,
200711_s_at,SKP1,ENSG00000113558,239,3363.0476,-2.43058,0.0143,0.0011,
212482_at,RMND5A,ENSG00000153561,11867,3363.4584,-2.28026,0.0143,0.0011,
213279_at,DHRS1,ENSG00000157379,12660,3363.8402,-2.37314,0.0143,0.0011,
200948_at,MLF2,ENSG00000089693,476,3364.3498,-2.23194,0.0143,0.0011,
65086_at,YIPF2,ENSG00000130733,22173,3365.2485,-2.28992,0.0143,0.0011,
222173_s_at,TBC1D2,ENSG00000095383,21533,3366.7217,-2.43733,0.0144,0.0011,
203747_at,AQP3,ENSG00000165272,3274,3367.0848,-2.3285,0.0144,0.0011,
218262_at,RMND5B,ENSG00000145916,17627,3367.2238,-2.29501,0.0144,0.0011,
216194_s_at,TBCB,ENSG00000105254,15566,3367.8061,-2.23721,0.0144,0.0011,
207081_s_at,PI4KA,ENSG00000241973,6607,3368.7189,-2.30234,0.0144,0.0011,
201383_s_at,NBR1,ENSG00000188554,911,3369.1045,-2.34469,0.0144,0.0011,
212368_at,ZNF292,ENSG00000188994,11753,3369.9874,-2.34941,0.0145,0.0011,
208751_at,NAPA,ENSG00000105402,8246,3370.1386,-2.27726,0.0145,0.0011,
219327_s_at,GPRC5C,ENSG00000170412,18691,3371.5624,-2.35577,0.0145,0.0011,
211769_x_at,SERINC3,ENSG00000132824,11168,3371.7734,-2.29135,0.0145,0.0011,
203769_s_at,STS,ENSG00000101846,3296,3373.3016,-2.15741,0.0146,0.0011,
208629_s_at,HADHA,ENSG00000084754,8126,3375.367,-2.27206,0.0146,0.0011,
202460_s_at,LPIN2,ENSG00000101577,1988,3375.7218,-2.25793,0.0146,0.0011,
218450_at,HEBP1,ENSG00000013583,17815,3381.5415,-2.52976,0.0148,0.0012,
201851_at,SH3GL1,ENSG00000141985,1379,3382.0735,-2.18162,0.0149,0.0012,
220933_s_at,ZCCHC6,ENSG00000083223,20297,3383.518,-2.20794,0.0149,0.0012,
222015_at,CSNK1E,ENSG00000213923,21375,3386.7684,-2.12682,0.015,0.0012,
201162_at,IGFBP7,ENSG00000163453,690,3388.4553,-2.37924,0.0151,0.0012,
55093_at,MIR671,ENSG00000211517,22102,3388.8182,-2.26043,0.0151,0.0012,
202260_s_at,STXBP1,ENSG00000136854,1788,3389.2961,-2.27584,0.0151,0.0012,
206656_s_at,C20orf3,ENSG00000101474,6182,3390.3175,-2.36346,0.0151,0.0012,
203983_at,TSNAX,ENSG00000116918,3510,3390.3932,-2.33448,0.0151,0.0012,
202214_s_at,CUL4B,ENSG00000158290,1742,3391.552,-2.35708,0.0152,0.0012,
201059_at,CTTN,ENSG00000085733,587,3392.4707,-2.23581,0.0152,0.0012,
209604_s_at,GATA3,ENSG00000107485,9094,3392.8135,-2.3264,0.0152,0.0012,
212923_s_at,C6orf145,ENSG00000168994,12307,3393.85,-2.24342,0.0152,0.0012,
217800_s_at,NDFIP1,ENSG00000131507,17165,3394.8837,-2.46075,0.0153,0.0012,
214855_s_at,RALGAPA1,ENSG00000174373,14230,3395.2215,-2.34015,0.0153,0.0012,
208920_at,SRI,ENSG00000075142,8415,3395.704,-2.1613,0.0153,0.0012,
209107_x_at,NCOA1,ENSG00000084676,8601,3398.268,-2.28263,0.0154,0.0012,
219922_s_at,LTBP3,ENSG00000168056,19286,3398.596,-2.43041,0.0154,0.0012,
219696_at,DENND1B,ENSG00000213047,19060,3400.3992,-2.40777,0.0155,0.0012,
218371_s_at,PSPC1,ENSG00000121390,17736,3403.4937,-2.36592,0.0156,0.0012,
208741_at,SAP18,ENSG00000150459,8236,3405.0301,-2.21668,0.0156,0.0012,
204048_s_at,PHACTR2,ENSG00000112419,3575,3406.5611,-2.37068,0.0157,0.0012,
218914_at,RRNAD1,ENSG00000143303,18278,3407.0429,-2.32044,0.0157,0.0012,
217807_s_at,GLTSCR2,ENSG00000105373,17172,3409.0441,-2.3832,0.0158,0.0012,
213029_at,NFIB,ENSG00000147862,12412,3409.6328,-2.33448,0.0158,0.0012,
204360_s_at,NAGLU,ENSG00000108784,3887,3412.6143,-2.2904,0.0159,0.0013,
207186_s_at,BPTF,ENSG00000171634,6711,3415.0029,-2.36411,0.016,0.0013,
201395_at,RBM5,ENSG00000003756,923,3415.7204,-2.26514,0.016,0.0013,
60815_at,nil,nil,nil,22147,3425.2514,-2.2107,0.0164,0.0013
212631_at,STX7,ENSG00000079950,12016,3425.3995,-2.29772,0.0164,0.0013,
201846_s_at,RYBP,ENSG00000163602,1374,3426.04,-2.27805,0.0164,0.0013,
218562_s_at,TMEM57,ENSG00000204178,17927,3426.8289,-2.25699,0.0165,0.0013,
207521_s_at,ATP2A3,ENSG00000074370,7042,3429.5168,-2.57273,0.0166,0.0013,
218846_at,MED23,ENSG00000112282,18210,3430.0382,-2.4882,0.0166,0.0013,
207147_at,DLX2,ENSG00000115844,6673,3432.8145,-2.23411,0.0167,0.0013,
201845_s_at,RYBP,ENSG00000163602,1373,3438.0809,-2.43733,0.0169,0.0013,
214705_at,INADL,ENSG00000132849,14081,3438.8352,-2.18223,0.0169,0.0013,
218765_at,SIDT2,ENSG00000149577,18129,3439.2771,-2.22345,0.0169,0.0013,
220149_at,C2orf54,ENSG00000172478,19513,3440.3003,-2.3285,0.017,0.0013,
201552_at,LAMP1,ENSG00000185896,1080,3443.5223,-2.273,0.0171,0.0014,
205251_at,PER2,ENSG00000132326,4778,3444.7032,-2.41212,0.0172,0.0014,
200646_s_at,NUCB1,ENSG00000104805,174,3446.8328,-2.22468,0.0172,0.0014,
218031_s_at,FOXN3,ENSG00000053254,17396,3447.8281,-2.39745,0.0173,0.0014,
218902_at,NOTCH1,ENSG00000148400,18266,3452.456,-2.27111,0.0175,0.0014,
201536_at,DUSP3,ENSG00000108861,1064,3452.5402,-2.31177,0.0175,0.0014,
204579_at,FGFR4,ENSG00000160867,4106,3453.5885,-2.28422,0.0175,0.0014,
202411_at,IFI27,ENSG00000165949,1939,3456.291,-2.21269,0.0176,0.0014,
210716_s_at,CLIP1,ENSG00000130779,10178,3456.3013,-2.37874,0.0176,0.0014,
209925_at,OCLN,ENSG00000197822,9411,3458.0102,-2.45649,0.0177,0.0014,
214251_s_at,NUMA1,ENSG00000137497,13630,3458.2921,-2.47495,0.0177,0.0014,
202245_at,ENSG00000235878,,1773,3459.1054,-2.24934,0.0177,0.0014,
90265_at,COX19,ENSG00000240230,22205,3462.9833,-2.2484,0.0179,0.0014,
201999_s_at,DYNLT1,ENSG00000146425,1527,3464.9095,-2.32044,0.018,0.0014,
201908_at,DVL3,ENSG00000161202,1436,3466.319,-2.30857,0.018,0.0014,
212510_at,GPD1L,ENSG00000152642,11895,3468.0002,-2.3561,0.0181,0.0014,
202386_s_at,KIAA0430,ENSG00000166783,1914,3468.8913,-2.39712,0.0181,0.0015,
215555_at,nil,nil,nil,14928,3469.0476,-2.13317,0.0181,0.0015
205684_s_at,DENND4C,ENSG00000137145,5211,3469.8575,-2.27064,0.0182,0.0015,
203831_at,R3HDM2,ENSG00000179912,3358,3470.765,-2.20779,0.0182,0.0015,
221257_x_at,FBXO38,ENSG00000145868,20620,3472.1134,-2.33723,0.0182,0.0015,
211297_s_at,CDK7,ENSG00000134058,10720,3472.4041,-2.39595,0.0182,0.0015,
212111_at,STX12,ENSG00000117758,11497,3474.4978,-2.35741,0.0183,0.0015,
221656_s_at,ARHGEF10L,ENSG00000074964,21017,3475.4737,-2.1848,0.0183,0.0015,
210281_s_at,ZMYM2,ENSG00000121741,9761,3476.5937,-2.161,0.0184,0.0015,
204139_x_at,MZF1,ENSG00000099326,3666,3479.0671,-2.25121,0.0185,0.0015,
208866_at,CSNK1A1,ENSG00000113712,8361,3479.6015,-2.33254,0.0185,0.0015,
219433_at,BCOR,ENSG00000183337,18797,3480.5145,-2.23504,0.0186,0.0015,
221222_s_at,C1orf56,ENSG00000143443,20585,3480.878,-2.38965,0.0186,0.0015,
205382_s_at,CFD,ENSG00000197766,4909,3481.603,-2.21115,0.0186,0.0015,
201255_x_at,BAG6,ENSG00000204463,783,3481.9571,-2.2428,0.0186,0.0015,
207707_s_at,SEC13,ENSG00000157020,7228,3482.1552,-2.25949,0.0186,0.0015,
215552_s_at,ESR1,ENSG00000091831,14925,3484.1025,-2.32431,0.0187,0.0015,
212585_at,OSBPL8,ENSG00000091039,11970,3486.1696,-2.46212,0.0188,0.0015,
212179_at,SFRS18,ENSG00000132424,11565,3488.9828,-2.38684,0.0189,0.0015,
217846_at,QARS,ENSG00000172053,17211,3490.2982,-2.30953,0.0189,0.0015,
204779_s_at,HOXB7,ENSG00000120087,4306,3493.9537,-2.25043,0.0191,0.0015,
203640_at,MBNL2,ENSG00000139793,3167,3494.6008,-2.1789,0.0191,0.0015,
206551_x_at,KLHL24,ENSG00000114796,6077,3494.6021,-2.20427,0.0191,0.0015,
201089_at,ATP6V1B2,ENSG00000147416,617,3495.8469,-2.24949,0.0192,0.0016,
203041_s_at,LAMP2,ENSG00000005893,2570,3500.1216,-2.3153,0.0194,0.0016,
212276_at,LPIN1,ENSG00000134324,11662,3501.7437,-2.34145,0.0195,0.0016,
214665_s_at,ENSG00000187446,,14041,3503.7395,-2.36559,0.0195,0.0016,
58308_at,TRIM62,ENSG00000116525,22126,3504.3037,-2.34145,0.0196,0.0016,
209426_s_at,AMACR,ENSG00000242110,8919,3508.6527,-2.38353,0.0198,0.0016,
204388_s_at,MAOA,ENSG00000189221,3915,3510.873,-2.49805,0.0199,0.0016,
213203_at,SNAPC5,ENSG00000174446,12585,3512.1666,-2.24093,0.0199,0.0016,
205397_x_at,SMAD3,ENSG00000166949,4924,3512.4582,-2.38551,0.0199,0.0016,
202795_x_at,TRIOBP,ENSG00000100106,2323,3513.3948,-2.24498,0.02,0.0016,
201171_at,nil,nil,nil,699,3514.2561,-2.37973,0.02,0.0016
201971_s_at,ATP6V1A,ENSG00000114573,1499,3514.3445,-2.36231,0.02,0.0016,
213605_s_at,ENSG00000250552,,12985,3514.8243,-2.5149,0.02,0.0016,
202439_s_at,IDS,ENSG00000010404,1967,3514.9581,-2.17679,0.02,0.0016,
222125_s_at,P4HTM,ENSG00000178467,21485,3518.3899,-2.24156,0.0202,0.0016,
201408_at,PPP1CB,ENSG00000213639,936,3518.8469,-2.28533,0.0202,0.0016,
218942_at,PIP4K2C,ENSG00000166908,18306,3520.5982,-2.25574,0.0203,0.0017,
202253_s_at,DNM2,ENSG00000079805,1781,3521.1007,-2.20993,0.0203,0.0017,
217837_s_at,VPS24,ENSG00000115561,17202,3521.3811,-2.39065,0.0203,0.0017,
210761_s_at,GRB7,ENSG00000141738,10222,3524.1924,-2.41664,0.0204,0.0017,
204480_s_at,C9orf16,ENSG00000171159,4007,3524.833,-2.25996,0.0204,0.0017,
201313_at,ENO2,ENSG00000111674,841,3524.9702,-2.17739,0.0204,0.0017,
209504_s_at,PLEKHB1,ENSG00000021300,8997,3526.119,-2.23117,0.0205,0.0017,
211070_x_at,DBI,ENSG00000155368,10514,3527.5427,-2.33723,0.0205,0.0017,
204398_s_at,EML2,ENSG00000125746,3925,3531.7622,-2.30202,0.0207,0.0017,
213300_at,ATG2A,ENSG00000110046,12681,3533.2328,-2.22607,0.0208,0.0017,
204247_s_at,CDK5,ENSG00000164885,3774,3534.7678,-2.29421,0.0209,0.0017,
209479_at,CCDC28A,ENSG00000024862,8972,3536.2604,-2.4801,0.0209,0.0017,
215314_at,nil,nil,nil,14688,3536.8866,-2.3009,0.021,0.0017
201312_s_at,SH3BGRL,ENSG00000131171,840,3537.3572,-2.60431,0.021,0.0017,
209531_at,GSTZ1,ENSG00000100577,9024,3537.7819,-2.23395,0.021,0.0017,
208723_at,USP11,ENSG00000102226,8218,3540.2075,-2.36264,0.0211,0.0017,
201659_s_at,ARL1,ENSG00000120805,1187,3541.7751,-2.54083,0.0212,0.0017,
201191_at,PITPNA,ENSG00000174238,719,3543.0737,-2.34811,0.0212,0.0018,
201932_at,LRRC41,ENSG00000132128,1460,3543.1001,-2.18965,0.0212,0.0018,
215440_s_at,BEX4,ENSG00000102409,14814,3543.5143,-2.1661,0.0212,0.0018,
205198_s_at,ATP7A,ENSG00000165240,4725,3544.1122,-2.20656,0.0212,0.0018,
211009_s_at,ZNF271,ENSG00000118267,10455,3544.8002,-2.35039,0.0213,0.0018,
221646_s_at,ZDHHC11,ENSG00000188818,21007,3545.5989,-2.28137,0.0213,0.0018,
203762_s_at,DYNC2LI1,ENSG00000138036,3289,3546.2203,-2.28754,0.0213,0.0018,
204703_at,IFT88,ENSG00000032742,4230,3547.6406,-2.24871,0.0214,0.0018,
209106_at,NCOA1,ENSG00000084676,8600,3553.1222,-2.52818,0.0217,0.0018,
213318_s_at,BAG6,ENSG00000204463,12699,3553.4567,-2.22684,0.0217,0.0018,
205417_s_at,DAG1,ENSG00000173402,4944,3557.0256,-2.20748,0.0218,0.0018,
202131_s_at,RIOK3,ENSG00000101782,1659,3557.1936,-2.40311,0.0218,0.0018,
216071_x_at,MED12,ENSG00000184634,15443,3558.9974,-2.18798,0.0219,0.0018,
212236_x_at,JUP,ENSG00000173801,11622,3559.6093,-2.14637,0.022,0.0018,
209043_at,PAPSS1,ENSG00000138801,8537,3560.107,-2.33934,0.022,0.0018,
201130_s_at,CDH1,ENSG00000039068,658,3560.74,-2.16926,0.022,0.0018,
205253_at,PBX1,ENSG00000185630,4780,3561.522,-2.40244,0.022,0.0018,
207416_s_at,NFATC3,ENSG00000072736,6938,3564.249,-2.25027,0.0221,0.0018,
65517_at,AP1M2,ENSG00000129354,22178,3567.9617,-2.21484,0.0223,0.0019,
214875_x_at,APLP2,ENSG00000084234,14250,3569.6416,-2.17211,0.0224,0.0019,
213229_at,DICER1,ENSG00000100697,12611,3570.15,-2.27774,0.0224,0.0019,
219342_at,CASD1,ENSG00000127995,18706,3570.352,-2.3628,0.0224,0.0019,
201286_at,SDC1,ENSG00000115884,814,3570.7439,-2.28818,0.0224,0.0019,
219020_at,HS1BP3,ENSG00000118960,18384,3571.0799,-2.22839,0.0224,0.0019,
201590_x_at,ANXA2,ENSG00000182718,1118,3571.1228,-2.32882,0.0224,0.0019,
218920_at,FAM193B,ENSG00000146067,18284,3571.3586,-2.18283,0.0224,0.0019,
209115_at,UBA3,ENSG00000144744,8609,3571.8283,-2.39894,0.0224,0.0019,
201235_s_at,BTG2,ENSG00000159388,763,3572.6854,-2.25777,0.0225,0.0019,
203735_x_at,PPFIBP1,ENSG00000110841,3262,3572.7271,-2.20244,0.0224,0.0019,
209122_at,PLIN2,ENSG00000147872,8616,3574.3753,-2.2003,0.0225,0.0019,
220999_s_at,CYFIP2,ENSG00000055163,20363,3576.0339,-2.44477,0.0226,0.0019,
214709_s_at,KTN1,ENSG00000126777,14085,3578.4499,-2.35904,0.0227,0.0019,
201167_x_at,ARHGDIA,ENSG00000141522,695,3580.192,-2.00736,0.0228,0.0019,
202807_s_at,TOM1,ENSG00000100284,2335,3580.9046,-2.23597,0.0228,0.0019,
200839_s_at,CTSB,ENSG00000164733,367,3584.0723,-2.21361,0.0229,0.0019,
209306_s_at,SWAP70,ENSG00000133789,8800,3584.0881,-2.26341,0.0229,0.0019,
212725_s_at,TUG1,ENSG00000253352,12110,3584.7895,-2.45071,0.023,0.0019,
200965_s_at,ABLIM1,ENSG00000099204,493,3584.9024,-2.00444,0.023,0.0019,
206374_at,DUSP8,ENSG00000184545,5900,3586.0068,-2.27048,0.023,0.0019,
211704_s_at,SPIN2A,ENSG00000147059,11105,3588.1112,-2.34534,0.0231,0.0019,
202372_at,RAB3GAP2,ENSG00000118873,1900,3588.1882,-2.29199,0.0231,0.0019,
204008_at,DNAL4,ENSG00000100246,3535,3588.7534,-2.27963,0.0231,0.002,
201169_s_at,BHLHE40,ENSG00000134107,697,3594.4647,-2.3486,0.0234,0.002,
219051_x_at,METRN,ENSG00000103260,18415,3595.8111,-2.30825,0.0234,0.002,
216568_x_at,nil,nil,nil,15938,3596.9889,-2.09725,0.0235,0.002
200605_s_at,PRKAR1A,ENSG00000108946,133,3599.7949,-2.37282,0.0236,0.002,
204028_s_at,RABGAP1,ENSG00000011454,3555,3600.0143,-2.3327,0.0236,0.002,
208310_s_at,CCZ1,ENSG00000122674,7814,3602.3795,-2.29851,0.0238,0.002,
205396_at,SMAD3,ENSG00000166949,4923,3602.7621,-2.28596,0.0238,0.002,
219880_at,ENSG00000233937,,19244,3603.6397,-2.26797,0.0238,0.002,
209534_x_at,AKAP13,ENSG00000170776,9027,3605.6876,-2.27774,0.0239,0.002,
208466_at,RAB3D,ENSG00000105514,7964,3606.2396,-2.34778,0.0239,0.002,
212338_at,MYO1D,ENSG00000176658,11723,3606.6512,-2.422,0.024,0.002,
203014_x_at,SGSM3,ENSG00000100359,2543,3610.23,-2.3033,0.0242,0.0021,
202133_at,WWTR1,ENSG00000018408,1661,3610.5261,-2.47838,0.0242,0.0021,
212109_at,HN1L,ENSG00000206053,11495,3612.3467,-2.37759,0.0243,0.0021,
208371_s_at,RING1,ENSG00000204227,7872,3615.6866,-2.29247,0.0244,0.0021,
220599_s_at,CARD14,ENSG00000141527,19963,3615.8212,-2.31851,0.0244,0.0021,
201773_at,ADNP,ENSG00000101126,1301,3617.3928,-2.32334,0.0245,0.0021,
209522_s_at,CRAT,ENSG00000095321,9015,3618.0434,-2.24031,0.0245,0.0021,
219913_s_at,CRNKL1,ENSG00000101343,19277,3623.8222,-2.42805,0.0249,0.0021,
206491_s_at,NAPA,ENSG00000105402,6017,3625.1509,-2.30473,0.0249,0.0021,
201694_s_at,EGR1,ENSG00000120738,1222,3628.9613,-2.14384,0.0252,0.0021,
214395_x_at,ENSG00000254741,,13774,3629.3867,-2.28089,0.0252,0.0022,
213503_x_at,ANXA2,ENSG00000182718,12884,3630.4935,-2.28818,0.0253,0.0022,
213105_s_at,C16orf42,ENSG00000007520,12488,3630.8859,-2.29549,0.0253,0.0022,
52940_at,SIGIRR,ENSG00000185187,22086,3631.4422,-2.28169,0.0253,0.0022,
209526_s_at,ENSG00000166503,,9019,3632.5524,-2.40227,0.0253,0.0022,
221645_s_at,ZNF83,ENSG00000167766,21006,3633.4919,-2.35659,0.0254,0.0022,
212888_at,DICER1,ENSG00000100697,12273,3633.721,-2.4485,0.0254,0.0022,
219078_at,GPATCH2,ENSG00000092978,18442,3636.3404,-2.39065,0.0255,0.0022,
208006_at,FOXI1,ENSG00000168269,7515,3638.2239,-2.50898,0.0257,0.0022,
211299_s_at,FLOT2,ENSG00000132589,10722,3640.9079,-2.19269,0.0258,0.0022,
200915_x_at,KTN1,ENSG00000126777,443,3641.1771,-2.34404,0.0258,0.0022,
209420_s_at,SMPD1,ENSG00000166311,8913,3641.8992,-2.40361,0.0258,0.0022,
203257_s_at,C11orf49,ENSG00000149179,2784,3647.0908,-2.19619,0.0262,0.0022,
203485_at,RTN1,ENSG00000139970,3012,3647.4901,-2.31819,0.0262,0.0023,
207265_s_at,KDELR3,ENSG00000100196,6790,3649.6594,-2.42435,0.0263,0.0023,
204523_at,ZNF140,ENSG00000196387,4050,3649.667,-2.24389,0.0263,0.0023,
212041_at,ATP6V0D1,ENSG00000159720,11427,3652.7848,-2.32947,0.0265,0.0023,
202926_at,NBAS,ENSG00000151779,2455,3655.1991,-2.19299,0.0266,0.0023,
203916_at,NDST2,ENSG00000166507,3443,3655.4138,-2.15278,0.0266,0.0023,
AFFX-r2-Hs28SrRNA-M_at,nil,nil,nil,22275,3658.7185,-1,0.0268,0.0023
214748_at,ENSG00000139617,,14124,3662.6533,-2.21131,0.027,0.0023,
212909_at,LYPD1,ENSG00000150551,12293,3664.5185,-2.07657,0.0271,0.0023,
211676_s_at,IFNGR1,ENSG00000027697,11078,3668.2028,-2.32705,0.0273,0.0024,
49485_at,PRDM4,ENSG00000110851,22057,3668.9786,-2.16205,0.0274,0.0024,
211404_s_at,APLP2,ENSG00000084234,10819,3671.1788,-2.15502,0.0275,0.0024,
211937_at,EIF4B,ENSG00000063046,11325,3672.656,-2.22901,0.0276,0.0024,
218696_at,EIF2AK3,ENSG00000172071,18060,3673.9928,-2.48148,0.0277,0.0024,
202388_at,RGS2,ENSG00000116741,1916,3676.5939,-2.20167,0.0278,0.0024,
212968_at,RFNG,ENSG00000169733,12351,3679.3481,-2.23411,0.028,0.0024,
201945_at,FURIN,ENSG00000140564,1473,3680.555,-2.1495,0.0281,0.0024,
209006_s_at,C1orf63,ENSG00000117616,8500,3681.8747,-2.27774,0.0281,0.0024,
213240_s_at,KRT4,ENSG00000170477,12622,3681.9488,-2.11712,0.0281,0.0024,
200644_at,MARCKSL1,ENSG00000175130,172,3681.9841,-2.07039,0.0281,0.0024,
200653_s_at,CALM1,ENSG00000198668,181,3687.1192,-2.28659,0.0285,0.0025,
207945_s_at,CSNK1D,ENSG00000141551,7460,3689.0814,-2.23752,0.0286,0.0025,
214151_s_at,DYX1C1,ENSG00000256061,13530,3692.7894,-2.38006,0.0288,0.0025,
219142_at,RASL11B,ENSG00000128045,18506,3694.0022,-2.1783,0.0289,0.0025,
221012_s_at,TRIM8,ENSG00000171206,20376,3695.0657,-2.28327,0.029,0.0025,
215785_s_at,CYFIP2,ENSG00000055163,15158,3695.9113,-2.28929,0.029,0.0025,
221726_at,RPL22,ENSG00000116251,21086,3696.8595,-2.32012,0.0291,0.0025,
217944_at,POMGNT1,ENSG00000085998,17309,3702.002,-2.18495,0.0294,0.0026,
202083_s_at,SEC14L1,ENSG00000129657,1611,3702.6138,-2.27553,0.0294,0.0026,
204667_at,nil,nil,nil,4194,3703.7045,-2.27931,0.0295,0.0026
203895_at,PLCB4,ENSG00000101333,3422,3703.9076,-2.62406,0.0295,0.0026,
203252_at,CDK2AP2,ENSG00000167797,2779,3707.0254,-2.24996,0.0297,0.0026,
217756_x_at,C15orf63,ENSG00000242028,17121,3710.6935,-2.20886,0.0299,0.0026,
200997_at,RBM4,ENSG00000173933,525,3711.8228,-2.23721,0.03,0.0026,
201358_s_at,COPB1,ENSG00000129083,886,3712.1885,-2.42688,0.03,0.0026,
212051_at,WIPF2,ENSG00000171475,11437,3712.3735,-2.3633,0.03,0.0026,
200677_at,PTTG1IP,ENSG00000183255,205,3713.5944,-2.25168,0.0301,0.0026,
211684_s_at,DYNC1I2,ENSG00000077380,11085,3714.8634,-2.28137,0.0302,0.0026,
219272_at,TRIM62,ENSG00000116525,18636,3716.4494,-2.25355,0.0303,0.0027,
219946_x_at,MYH14,ENSG00000105357,19310,3716.4606,-2.20366,0.0302,0.0027,
202364_at,MXI1,ENSG00000119950,1892,3719.6282,-2.05181,0.0304,0.0027,
212323_s_at,VPS13D,ENSG00000048707,11708,3720.5299,-2.19527,0.0305,0.0027,
212622_at,TMEM41B,ENSG00000166471,12007,3720.5958,-2.2664,0.0305,0.0027,
207530_s_at,CDKN2B,ENSG00000147883,7051,3725.8248,-2.27379,0.0308,0.0027,
202073_at,OPTN,ENSG00000123240,1601,3726.7446,-2.30425,0.0309,0.0027,
210904_s_at,IL13RA1,ENSG00000131724,10351,3729.1738,-2.23535,0.031,0.0027,
218329_at,PRDM4,ENSG00000110851,17694,3731.4435,-2.19771,0.0312,0.0027,
209654_at,KIAA0947,ENSG00000164151,9143,3734.3507,-2.15039,0.0314,0.0028,
218921_at,SIGIRR,ENSG00000185187,18285,3735.0455,-2.39745,0.0314,0.0028,
200695_at,PPP2R1A,ENSG00000105568,223,3736.3743,-2.22515,0.0315,0.0028,
204258_at,CHD1,ENSG00000153922,3785,3737.9493,-2.19512,0.0316,0.0028,
221474_at,MYL12B,ENSG00000118680,20837,3738.3713,-2.35023,0.0316,0.0028,
208656_s_at,CCNI,ENSG00000118816,8153,3738.5486,-2.23845,0.0316,0.0028,
201854_s_at,ATMIN,ENSG00000166454,1382,3739.7832,-2.2355,0.0317,0.0028,
207525_s_at,GIPC1,ENSG00000123159,7046,3742.9577,-2.1933,0.0319,0.0028,
218265_at,SECISBP2,ENSG00000187742,17630,3743.3311,-2.27679,0.0319,0.0028,
208837_at,TMED3,ENSG00000166557,8332,3744.088,-2.32511,0.032,0.0028,
201007_at,HADHB,ENSG00000138029,535,3745.8595,-2.30697,0.0321,0.0028,
203985_at,ZNF212,ENSG00000170260,3512,3746.4199,-2.29104,0.0321,0.0028,
202869_at,OAS1,ENSG00000089127,2397,3747.1641,-2.36674,0.0322,0.0029,
202456_s_at,ZER1,ENSG00000160445,1984,3749.9562,-2.23488,0.0324,0.0029,
215235_at,SPTAN1,ENSG00000197694,14609,3750.734,-2.21883,0.0324,0.0029,
213017_at,ABHD3,ENSG00000158201,12400,3751.5032,-2.21499,0.0325,0.0029,
219370_at,RPRM,ENSG00000177519,18734,3751.9218,-2.35447,0.0325,0.0029,
201973_s_at,CCZ1,ENSG00000122674,1501,3753.67,-2.2355,0.0326,0.0029,
208728_s_at,CDC42,ENSG00000070831,8223,3757.5752,-2.29151,0.0329,0.0029,
203205_at,KDM4A,ENSG00000066135,2733,3759.028,-2.12505,0.0329,0.0029,
