Affy Probe Id,Gene,Ensembl gene ID,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,
201009_s_at,TXNIP,ENSG00000117289,537,979.961,-2.86851,0,0,
215695_s_at,GYG2,ENSG00000056998,15068,980.8885,-2.81435,0,0,
212534_at,ZNF24,ENSG00000172466,11919,981.7719,-2.73663,0,0,
215111_s_at,TSC22D1,ENSG00000102804,14485,982.7375,-3.1795,0,0,
200706_s_at,LITAF,ENSG00000189067,234,983.2717,-3.0504,0,0,
210621_s_at,RASA1,ENSG00000145715,10086,985.3101,-3.00341,0,0,
202271_at,FBXO28,ENSG00000143756,1799,985.4503,-2.90593,0,0,
222067_x_at,HIST1H2BD,ENSG00000158373,21427,986.1367,-2.71791,0,0,
221541_at,CRISPLD2,ENSG00000103196,20904,987.1153,-2.43969,0,0,
203066_at,CHST15,ENSG00000182022,2595,988.0751,-3.01634,0,0,
217168_s_at,HERPUD1,ENSG00000051108,16535,989.3201,-2.87229,0,0,
1007_s_at,DDR1,ENSG00000204580,1,990.5182,-2.80286,0,0,
205613_at,SYT17,ENSG00000103528,5140,991.4501,-2.94323,0,0,
221566_s_at,NOL3,ENSG00000140939,20929,993.2777,-2.78485,0,0,
210663_s_at,KYNU,ENSG00000115919,10128,993.4103,-2.9015,0,0,
35436_at,ENSG00000221297,,21827,996.4678,-2.85779,0,0,
213059_at,CREB3L1,ENSG00000157613,12442,1002.9008,-2.74081,0,0,
215017_s_at,FNBP1L,ENSG00000137942,14391,1005.7608,-3.08015,0,0,
215716_s_at,ATP2B1,ENSG00000070961,15089,1006.1199,-2.84968,0,0,
215034_s_at,TM4SF1,ENSG00000169908,14408,1006.3166,-3.64672,0,0,
203986_at,STBD1,ENSG00000118804,3513,1007.4314,-2.87109,0,0,
200975_at,PPT1,ENSG00000131238,503,1008.5263,-2.89066,0,0,
202286_s_at,TACSTD2,ENSG00000184292,1814,1009.3104,-2.99322,0,0,
209761_s_at,SP110,ENSG00000135899,9249,1009.485,-2.91521,0,0,
201428_at,CLDN4,ENSG00000189143,956,1009.6181,-2.71904,0,0,
208527_x_at,HIST1H2BE,ENSG00000197697,8025,1009.8969,-2.71791,0,0,
200940_s_at,RERE,ENSG00000142599,468,1010.5837,-2.77637,0,0,
209205_s_at,LMO4,ENSG00000143013,8699,1019.1837,-2.71434,0,0,
56197_at,PLSCR3,ENSG00000187838,22109,1019.9281,-2.49632,0,0,
218368_s_at,TNFRSF12A,ENSG00000006327,17733,1020.333,-2.6277,0,0,
208671_at,SERINC1,ENSG00000111897,8167,1023.5174,-2.82804,0,0,
202609_at,EPS8,ENSG00000151491,2137,1024.6223,-3.18855,0,0,
212925_at,C19orf21,ENSG00000099812,12309,1027.0917,-2.54206,0,0,
203097_s_at,RAPGEF2,ENSG00000109756,2626,1027.5852,-2.93508,0,0,
204654_s_at,TFAP2A,ENSG00000137203,4181,1031.374,-2.78292,0,0,
207266_x_at,RBMS1,ENSG00000153250,6791,1033.9529,-2.78138,0,0,
211284_s_at,GRN,ENSG00000030582,10713,1036.768,-2.77676,0,0,
210827_s_at,ELF3,ENSG00000163435,10287,1037.3213,-2.70738,0,0,
219682_s_at,TBX3,ENSG00000135111,19046,1038.5643,-2.79026,0,0,
208779_x_at,DDR1,ENSG00000204580,8274,1041.6494,-2.82608,0,0,
212119_at,RHOQ,ENSG00000119729,11505,1043.2971,-2.62442,0,0,
201065_s_at,GTF2I,ENSG00000077809,593,1045.7615,-2.82138,0,0,
211926_s_at,MYH9,ENSG00000100345,11314,1049.4293,-2.64634,0,0,
203962_s_at,NEBL,ENSG00000078114,3489,1050.1212,-3.07311,0,0,
203315_at,NCK2,ENSG00000071051,2842,1053.4155,-2.75204,0,0,
212335_at,GNS,ENSG00000135677,11720,1054.4964,-2.86612,0,0,
204005_s_at,PAWR,ENSG00000177425,3532,1063.6738,-2.91905,0,0,
218242_s_at,SUV420H1,ENSG00000110066,17607,1063.8232,-2.87587,0,0,
217077_s_at,GABBR2,ENSG00000136928,16446,1067.1644,-2.59206,0,0,
213094_at,GPR126,ENSG00000112414,12477,1069.4927,-2.88566,0,0,
218679_s_at,VPS28,ENSG00000160948,18043,1073.7874,-2.58291,0,0,
217929_s_at,KIAA0319L,ENSG00000142687,17294,1077.571,-2.64836,0,0,
208661_s_at,TTC3,ENSG00000182670,8158,1079.3159,-3.01697,0,0,
208662_s_at,TTC3,ENSG00000182670,8159,1080.7297,-2.97317,0,0,
217738_at,NAMPT,ENSG00000105835,17103,1082.254,-2.72187,0,0,
204034_at,ETHE1,ENSG00000105755,3561,1082.9107,-2.7198,0,0,
218834_s_at,TMEM132A,ENSG00000006118,18198,1084.4376,-2.72811,0,0,
203373_at,SOCS2,ENSG00000120833,2900,1085.1065,-2.77003,0,0,
210045_at,IDH2,ENSG00000182054,9530,1085.9759,-2.85423,0,0,
204385_at,KYNU,ENSG00000115919,3912,1087.912,-2.85245,0,0,
34726_at,CACNB3,ENSG00000167535,21813,1088.095,-2.61861,0,0,
46665_at,SEMA4C,ENSG00000168758,22027,1089.0824,-2.55974,0,0,
205555_s_at,MSX2,ENSG00000120149,5082,1089.4555,-2.58238,0,0,
208073_x_at,TTC3,ENSG00000182670,7582,1090.1073,-2.9467,0,0,
207017_at,RAB27B,ENSG00000041353,6543,1090.8704,-2.78678,0,0,
200678_x_at,GRN,ENSG00000030582,206,1091.9003,-2.67957,0,0,
35666_at,SEMA3F,ENSG00000001617,21830,1092.0548,-2.80597,0,0,
212599_at,ENSG00000256467,,11984,1099.7863,-2.36838,0,0,
206094_x_at,UGT1A1,ENSG00000241635,5620,1101.0205,-2.82823,0,0,
207431_s_at,DEGS1,ENSG00000143753,6953,1101.702,-3.0153,0,0,
212151_at,PBX1,ENSG00000185630,11537,1103.347,-2.87727,0,0,
210645_s_at,TTC3,ENSG00000182670,10110,1103.7115,-2.91319,0,0,
56256_at,SIDT2,ENSG00000149577,22110,1107.259,-2.61045,0,0,
209729_at,GAS2L1,ENSG00000185340,9217,1108.9059,-2.80558,0,0,
204379_s_at,FGFR3,ENSG00000068078,3906,1110.711,-2.75949,0,0,
218180_s_at,EPS8L2,ENSG00000177106,17545,1118.5536,-2.63372,0,0,
221864_at,ORAI3,ENSG00000175938,21224,1119.0106,-2.85403,0,0,
213839_at,CLMN,ENSG00000165959,13219,1119.1099,-3.15142,0,0,
207606_s_at,ARHGAP12,ENSG00000165322,7127,1119.6222,-3.11105,0,0,
217844_at,CTDSP1,ENSG00000144579,17209,1121.8083,-2.77195,0,0,
202575_at,CRABP2,ENSG00000143320,2103,1122.8263,-3.07759,0,0,
204597_x_at,STC1,ENSG00000159167,4124,1124.2912,-2.5029,0,0,
212325_at,LIMCH1,ENSG00000064042,11710,1125.12,-2.85146,0,0,
201384_s_at,NBR1,ENSG00000188554,912,1126.3043,-3.03459,0,0,
208890_s_at,PLXNB2,ENSG00000196576,8385,1126.692,-2.6491,0,0,
209919_x_at,ENSG00000216522,,9405,1127.5101,-2.67085,0,0,
206204_at,GRB14,ENSG00000115290,5730,1129.4649,-2.99758,0,0,
201599_at,OAT,ENSG00000065154,1127,1129.9502,-3.24226,0,0,
219077_s_at,WWOX,ENSG00000186153,18441,1131.3767,-2.77695,0,0,
211417_x_at,ENSG00000216522,,10829,1132.7029,-2.70082,0,0,
217904_s_at,BACE1,ENSG00000186318,17269,1133.279,-2.92006,0,0,
209762_x_at,SP110,ENSG00000135899,9250,1135.4928,-2.64066,0,0,
201207_at,TNFAIP1,ENSG00000109079,735,1139.3974,-2.6257,0,0,
204791_at,NR2C1,ENSG00000120798,4318,1141.6176,-2.79743,0,0,
213110_s_at,COL4A5,ENSG00000188153,12493,1142.3832,-2.50498,0,0,
201631_s_at,IER3,ENSG00000137331,1159,1146.024,-2.40227,0,0,
201422_at,IFI30,ENSG00000216490,950,1147.1597,-2.49389,0,0,
209046_s_at,GABARAPL2,ENSG00000034713,8540,1148.0202,-2.8048,0,0,
201010_s_at,TXNIP,ENSG00000117289,538,1152.2717,-2.79336,0,0,
216041_x_at,GRN,ENSG00000030582,15413,1157.0565,-2.65663,0,0,
218124_at,RETSAT,ENSG00000042445,17489,1160.5262,-2.74252,0,0,
221589_s_at,nil,nil,nil,20951,1160.9083,-3.29551,0,0
208944_at,TGFBR2,ENSG00000163513,8439,1162.7897,-2.44562,0,0,
204135_at,FILIP1L,ENSG00000168386,3662,1163.1699,-2.39828,0,0,
216264_s_at,LAMB2,ENSG00000172037,15636,1164.5777,-2.73549,0,0,
212032_s_at,PTOV1,ENSG00000104960,11418,1168.5067,-2.85245,0,0,
221754_s_at,CORO1B,ENSG00000172725,21114,1168.6331,-2.92472,0,0,
201412_at,LRP10,ENSG00000197324,940,1169.2317,-2.68608,0,0,
211124_s_at,KITLG,ENSG00000049130,10568,1169.4884,-3.07077,0,0,
204546_at,KIAA0513,ENSG00000135709,4073,1173.2536,-3.05802,0,0,
204290_s_at,ALDH6A1,ENSG00000119711,3817,1174.6363,-2.98535,0,0,
207357_s_at,GALNT10,ENSG00000164574,6880,1174.8071,-3.02786,0,0,
210980_s_at,ASAH1,ENSG00000104763,10427,1177.3379,-2.88226,0,0,
200808_s_at,ZYX,ENSG00000159840,336,1179.2047,-2.55,0,0,
203953_s_at,CLDN3,ENSG00000165215,3480,1182.2923,-2.88646,0,0,
203748_x_at,RBMS1,ENSG00000153250,3275,1183.1235,-2.78389,0,0,
203571_s_at,C10orf116,ENSG00000148671,3098,1185.7575,-2.61897,0,0,
220952_s_at,PLEKHA5,ENSG00000052126,20316,1186.7182,-3.0521,0,0,
205730_s_at,ABLIM3,ENSG00000173210,5257,1187.1169,-2.69821,0,0,
201417_at,SOX4,ENSG00000124766,945,1188.0781,-2.55673,0,0,
208579_x_at,HIST1H2BK,ENSG00000197903,8077,1189.8157,-2.80111,0,0,
202150_s_at,NEDD9,ENSG00000111859,1678,1192.368,-2.62843,0,0,
208872_s_at,REEP5,ENSG00000129625,8367,1192.4761,-2.75414,0,0,
207996_s_at,C18orf1,ENSG00000168675,7507,1193.2613,-2.70532,0,0,
200789_at,ECH1,ENSG00000104823,317,1196.3403,-2.71377,0,0,
204404_at,SLC12A2,ENSG00000064651,3931,1196.6206,-2.90936,0,0,
201276_at,RAB5B,ENSG00000111540,804,1201.0513,-2.6297,0,0,
206665_s_at,BCL2L1,ENSG00000171552,6191,1201.1033,-2.65627,0,0,
208161_s_at,ABCC3,ENSG00000108846,7668,1201.3605,-2.67511,0,0,
211458_s_at,GABARAPL3,ENSG00000238244,10867,1202.2985,-2.5266,0,0,
221496_s_at,TOB2,ENSG00000183864,20859,1205.4383,-2.56863,0,0,
203455_s_at,SAT1,ENSG00000130066,2982,1205.7163,-2.98287,0,0,
213230_at,CDR2L,ENSG00000109089,12612,1206.9632,-2.65112,0,0,
208581_x_at,MT1X,ENSG00000187193,8079,1207.1029,-2.55921,0,0,
217940_s_at,CARKD,ENSG00000213995,17305,1208.6782,-2.7353,0,0,
204784_s_at,MLF1,ENSG00000178053,4311,1208.8929,-2.80617,0,0,
210142_x_at,FLOT1,ENSG00000137312,9626,1210.6254,-2.65516,0,0,
205257_s_at,AMPH,ENSG00000078053,4784,1211.417,-2.7984,0,0,
202553_s_at,SYF2,ENSG00000117614,2081,1215.0186,-2.64873,0,0,
203910_at,ARHGAP29,ENSG00000137962,3437,1219.8555,-2.90573,0,0,
200864_s_at,RAB11A,ENSG00000103769,392,1220.8463,-3.03459,0,0,
201605_x_at,CNN2,ENSG00000064666,1133,1224.6603,-2.50377,0,0,
212183_at,NUDT4,ENSG00000173598,11569,1225.3379,-2.8699,0,0,
201466_s_at,JUN,ENSG00000177606,994,1226.7059,-2.64121,0,0,
205336_at,PVALB,ENSG00000100362,4863,1226.7388,-2.5989,0,0,
203408_s_at,SATB1,ENSG00000182568,2935,1226.7951,-2.63792,0,0,
64486_at,CORO1B,ENSG00000172725,22167,1231.1527,-2.68012,0,0,
201087_at,PXN,ENSG00000089159,615,1232.1732,-2.63134,0,0,
221802_s_at,KIAA1598,ENSG00000187164,21162,1233.0372,-2.85047,0,0,
201418_s_at,SOX4,ENSG00000124766,946,1234.7456,-2.31659,0,0,
200791_s_at,IQGAP1,ENSG00000140575,319,1236.5238,-2.64103,0,0,
202677_at,RASA1,ENSG00000145715,2205,1239.1852,-2.83589,0,0,
202178_at,PRKCZ,ENSG00000067606,1706,1239.5788,-2.67048,0,0,
210891_s_at,GTF2I,ENSG00000077809,10345,1239.9129,-2.83648,0,0,
201109_s_at,THBS1,ENSG00000137801,637,1241.2217,-2.0658,0,0,
221986_s_at,KLHL24,ENSG00000114796,21346,1244.4628,-2.62388,0,0,
208284_x_at,ENSG00000216522,,7788,1249.061,-2.72659,0,0,
210480_s_at,MYO6,ENSG00000196586,9956,1250.089,-2.74937,0,0,
203245_s_at,NCRNA00094,ENSG00000235106,2773,1251.3025,-2.56116,0,0,
208774_at,nil,nil,nil,8269,1253.1517,-2.77387,0,0
212560_at,SORL1,ENSG00000137642,11945,1253.5465,-3.31751,0,0,
201825_s_at,SCCPDH,ENSG00000143653,1353,1266.7763,-2.49061,0,0,
202546_at,VAMP8,ENSG00000118640,2074,1267.4047,-3.02367,0,0,
203434_s_at,MME,ENSG00000196549,2961,1267.9523,-2.77772,0,0,
209130_at,SNAP23,ENSG00000092531,8624,1268.2054,-3.06163,0,0,
207029_at,KITLG,ENSG00000049130,6555,1271.5329,-2.91258,0,0,
208740_at,SAP18,ENSG00000150459,8235,1271.7239,-2.78331,0,0,
208749_x_at,FLOT1,ENSG00000137312,8244,1273.7019,-2.57237,0,0,
217047_s_at,FAM13A,ENSG00000138640,16417,1275.0459,-2.43885,0,0,
55065_at,MARK4,ENSG00000007047,22100,1278.6365,-2.51159,0,0,
200884_at,CKB,ENSG00000166165,412,1283.4,-2.55337,0,0,
204794_at,DUSP2,ENSG00000158050,4321,1284.4276,-2.58973,0,0,
208664_s_at,TTC3,ENSG00000182670,8161,1285.3364,-2.63554,0,0,
204212_at,ACOT8,ENSG00000101473,3739,1286.7239,-2.60106,0,0,
218699_at,RAB7L1,ENSG00000117280,18063,1291.2305,-2.66032,0,0,
208960_s_at,KLF6,ENSG00000067082,8455,1294.3938,-2.53872,0,0,
213106_at,ATP8A1,ENSG00000124406,12489,1295.1224,-3.11148,0,0,
203247_s_at,ZNF24,ENSG00000172466,2775,1295.5221,-2.78466,0,0,
209908_s_at,TGFB2,ENSG00000092969,9394,1299.3106,-3.1617,0,0,
205220_at,GPR109B,ENSG00000255398,4747,1301.2082,-3.30259,0,0,
221563_at,DUSP10,ENSG00000143507,20926,1304.6682,-2.53257,0,0,
46323_at,CANT1,ENSG00000171302,22026,1307.3229,-2.6703,0,0,
212056_at,KIAA0182,ENSG00000131149,11442,1308.1329,-2.61118,0,0,
212979_s_at,FAM115A,ENSG00000198420,12362,1312.3041,-2.86255,0,0,
200704_at,LITAF,ENSG00000189067,232,1312.6857,-2.85601,0,0,
41386_i_at,KDM6B,ENSG00000132510,21979,1314.4896,-2.39114,0,0,
200761_s_at,ARL6IP5,ENSG00000144746,289,1316.8403,-2.83333,0,0,
203827_at,WIPI1,ENSG00000070540,3354,1318.0166,-2.92391,0,0,
218165_at,MEAF6,ENSG00000163875,17530,1325.4843,-2.85878,0,0,
214624_at,UPK1A,ENSG00000105668,14002,1329.5207,-2.45156,0,0,
214635_at,CLDN9,ENSG00000213937,14013,1330.6184,-2.43733,0,0,
201647_s_at,SCARB2,ENSG00000138760,1175,1332.475,-2.61516,0,0,
202084_s_at,SEC14L1,ENSG00000129657,1612,1332.6499,-2.6779,0,0,
212322_at,SGPL1,ENSG00000166224,11707,1333.7566,-2.52853,0,0,
202668_at,EFNB2,ENSG00000125266,2196,1335.4709,-2.60647,0,0,
202729_s_at,LTBP1,ENSG00000049323,2257,1336.1979,-2.91561,0,0,
203232_s_at,ATXN1,ENSG00000124788,2760,1342.3881,-3.13117,0,0,
213258_at,TFPI,ENSG00000003436,12639,1344.9792,-3.29414,0,0,
217739_s_at,NAMPTL,ENSG00000229644,17104,1347.1707,-2.62242,0,0,
204710_s_at,WIPI2,ENSG00000157954,4237,1347.7114,-2.55443,0,0,
204484_at,PIK3C2B,ENSG00000133056,4011,1351.5705,-2.62989,0,0,
212321_at,SGPL1,ENSG00000166224,11706,1351.6421,-2.56259,0,0,
222043_at,CLU,ENSG00000120885,21403,1353.1233,-2.72754,0,0,
218412_s_at,GTF2IRD1,ENSG00000006704,17777,1356.3675,-2.57434,0,0,
212697_at,FAM134C,ENSG00000141699,12082,1357.3789,-2.63116,0,0,
211580_s_at,PIK3R3,ENSG00000117461,10985,1358.2739,-2.46605,0,0,
203216_s_at,MYO6,ENSG00000196586,2744,1360.4761,-3.18016,0,0,
201133_s_at,PJA2,ENSG00000198961,661,1374.7533,-2.87587,0,0,
212312_at,BCL2L1,ENSG00000171552,11697,1375.0568,-2.66882,0,0,
212508_at,MOAP1,ENSG00000165943,11893,1376.883,-2.92249,0,0,
200866_s_at,PSAP,ENSG00000197746,394,1378.8717,-2.56152,0,0,
202106_at,GOLGA3,ENSG00000090615,1634,1379.234,-2.65112,0,0,
210046_s_at,IDH2,ENSG00000182054,9531,1382.1743,-2.72811,0,0,
212692_s_at,LRBA,ENSG00000198589,12077,1385.8289,-2.674,0,0,
209050_s_at,RALGDS,ENSG00000160271,8544,1388.249,-2.60395,0,0,
212547_at,nil,nil,nil,11932,1388.352,-2.62697,0,0
208899_x_at,ATP6V1D,ENSG00000100554,8394,1390.7091,-2.83923,0,0,
219267_at,GLTP,ENSG00000139433,18631,1396.2576,-2.85997,0,0,
215706_x_at,ZYX,ENSG00000159840,15079,1397.6021,-2.39496,0,0,
203984_s_at,CASP9,ENSG00000132906,3511,1403.2622,-2.67178,0,0,
212919_at,DCP2,ENSG00000172795,12303,1403.4045,-2.77676,0,0,
205319_at,nil,nil,nil,4846,1407.6553,-2.43446,0,0
201416_at,SOX4,ENSG00000124766,944,1408.0999,-2.43463,0,0,
204933_s_at,TNFRSF11B,ENSG00000164761,4460,1409.9903,-3.12813,0,0,
200765_x_at,CTNNA1,ENSG00000044115,293,1411.1164,-2.68477,0,0,
203227_s_at,TSPAN31,ENSG00000135452,2755,1419.8115,-2.64378,0,0,
209344_at,TPM4,ENSG00000167460,8837,1422.6343,-2.66032,0,0,
212068_s_at,PRRC2B,ENSG00000130723,11454,1426.0226,-2.45666,0,0,
213042_s_at,ATP2A3,ENSG00000074370,12425,1428.143,-2.95468,0,0,
214670_at,ZKSCAN1,ENSG00000106261,14046,1428.8569,-2.60268,0,0,
218440_at,MCCC1,ENSG00000078070,17805,1429.0304,-2.58238,0,0,
212572_at,STK38L,ENSG00000211455,11957,1430.0047,-2.61752,0,0,
214053_at,ERBB4,ENSG00000178568,13432,1433.2236,-2.53274,0,0,
203882_at,IRF9,ENSG00000213928,3409,1433.8769,-2.4153,0,0,
212071_s_at,SPTBN1,ENSG00000115306,11457,1435.0396,-2.41647,0,0,
212185_x_at,MT2A,ENSG00000125148,11571,1435.1361,-2.51612,0,0,
213746_s_at,FLNA,ENSG00000196924,13126,1436.1428,-2.46058,0,0,
218613_at,PSD3,ENSG00000156011,17978,1437.9597,-2.58865,0,0,
222150_s_at,PION,ENSG00000186088,21510,1438.9921,-3.11212,0,0,
203845_at,KAT2B,ENSG00000114166,3372,1443.7547,-2.74062,0,0,
206110_at,nil,nil,nil,5636,1444.5978,-2.48148,0,0
208322_s_at,ST3GAL1,ENSG00000008513,7826,1445.1384,-2.62934,0,0,
209882_at,RIT1,ENSG00000143622,9368,1445.8693,-2.6119,0,0,
203445_s_at,CTDSP2,ENSG00000175215,2972,1445.9795,-2.61589,0,0,
222024_s_at,AKAP13,ENSG00000170776,21384,1448.0029,-2.5962,0,0,
200746_s_at,GNB1,ENSG00000078369,274,1449.6921,-2.52888,0,0,
205399_at,DCLK1,ENSG00000133083,4926,1459.7249,-2.80928,0,0,
203325_s_at,COL5A1,ENSG00000130635,2852,1461.7265,-2.44511,0,0,
214121_x_at,PDLIM7,ENSG00000196923,13500,1468.3406,-2.76063,0,0,
205698_s_at,MAP2K6,ENSG00000108984,5225,1469.2872,-2.83314,0,0,
218509_at,ENSG00000105520,,17874,1469.6462,-2.51141,0,0,
219053_s_at,VPS37C,ENSG00000167987,18417,1470.1899,-2.58202,0,0,
213506_at,F2RL1,ENSG00000164251,12887,1474.8001,-2.74594,0,0,
203372_s_at,SOCS2,ENSG00000120833,2899,1476.7138,-2.87488,0,0,
200602_at,APP,ENSG00000142192,130,1478.9922,-2.75853,0,0,
204596_s_at,STC1,ENSG00000159167,4123,1479.0091,-2.56561,0,0,
208490_x_at,HIST1H2BF,ENSG00000197846,7988,1479.2974,-2.42553,0,0,
219236_at,PAQR6,ENSG00000160781,18600,1481.9999,-2.48079,0,0,
204200_s_at,PDGFB,ENSG00000100311,3727,1482.3523,-2.48217,0,0,
218192_at,IP6K2,ENSG00000068745,17557,1483.8855,-2.50134,0,0,
217971_at,LAMTOR3,ENSG00000109270,17336,1485.1714,-2.76351,0,0,
210616_s_at,SEC31A,ENSG00000138674,10081,1497.9955,-2.6831,0,0,
202963_at,RFX5,ENSG00000143390,2492,1499.4844,-2.46964,0,0,
215037_s_at,BCL2L1,ENSG00000171552,14411,1499.9237,-2.53731,0,0,
212867_at,NCOA2,ENSG00000140396,12252,1500.3827,-2.83648,0,0,
211724_x_at,MIOS,ENSG00000164654,11124,1501.7239,-2.60178,0,0,
219223_at,C9orf7,ENSG00000160325,18587,1503.9671,-2.63481,0,0,
201302_at,ANXA4,ENSG00000196975,830,1508.664,-2.79278,0,0,
203992_s_at,KDM6A,ENSG00000147050,3519,1513.5043,-2.77772,0,0,
204624_at,ATP7B,ENSG00000123191,4151,1519.9746,-2.62642,0,0,
206128_at,ADRA2C,ENSG00000184160,5654,1521.4489,-2.65204,0,0,
219573_at,LRRC16A,ENSG00000079691,18937,1521.7441,-2.65719,0,0,
213988_s_at,SAT1,ENSG00000130066,13367,1522.1028,-2.83373,0,0,
218177_at,CHMP1B,ENSG00000255112,17542,1525.2439,-2.46485,0,0,
215000_s_at,FEZ2,ENSG00000171055,14375,1526.4144,-2.61027,0,0,
201855_s_at,ATMIN,ENSG00000166454,1383,1528.1732,-2.66808,0,0,
210844_x_at,CTNNA1,ENSG00000044115,10304,1532.8706,-2.57826,0,0,
213622_at,COL9A2,ENSG00000049089,13002,1534.4294,-2.77368,0,0,
209215_at,MFSD10,ENSG00000109736,8709,1536.3046,-2.457,0,0,
211679_x_at,GABBR2,ENSG00000136928,11081,1536.4942,-2.63883,0,0,
207862_at,UPK2,ENSG00000110375,7381,1538.1593,-2.62515,0,0,
215068_s_at,ENSG00000203571,,14442,1538.2454,-2.73568,0,0,
200636_s_at,PTPRF,ENSG00000142949,164,1543.4856,-2.67363,0,0,
212757_s_at,CAMK2G,ENSG00000148660,12142,1545.0311,-2.64983,0,0,
209585_s_at,MINPP1,ENSG00000107789,9075,1546.9051,-2.68421,0,0,
221939_at,YIPF2,ENSG00000130733,21299,1549.4607,-2.68459,0,0,
212761_at,TCF7L2,ENSG00000148737,12146,1550.4321,-3.19607,0,0,
201651_s_at,PACSIN2,ENSG00000100266,1179,1553.9147,-2.58274,0,0,
201116_s_at,CPE,ENSG00000109472,644,1554.385,-2.51385,0,0,
200760_s_at,ARL6IP5,ENSG00000144746,288,1558.2424,-2.67215,0,0,
212929_s_at,FAM21A,ENSG00000099290,12313,1560.8974,-2.50411,0,0,
219039_at,SEMA4C,ENSG00000168758,18403,1562.0829,-2.36068,0,0,
218175_at,CCDC92,ENSG00000119242,17540,1562.1177,-2.59386,0,0,
210674_s_at,PCDHAC2,ENSG00000243232,10138,1562.3965,-2.66493,0,0,
218788_s_at,SMYD3,ENSG00000185420,18152,1565.4081,-2.71622,0,0,
213174_at,TTC9,ENSG00000133985,12556,1567.8741,-2.59404,0,0,
216268_s_at,JAG1,ENSG00000101384,15640,1568.1959,-2.65259,0,0,
220625_s_at,ELF5,ENSG00000135374,19989,1568.9956,-2.95857,0,0,
203759_at,ST3GAL4,ENSG00000110080,3286,1575.2865,-2.70176,0,0,
212332_at,RBL2,ENSG00000103479,11717,1576.8349,-2.48958,0,0,
208991_at,STAT3,ENSG00000168610,8485,1582.222,-2.65829,0,0,
201843_s_at,EFEMP1,ENSG00000115380,1371,1587.6354,-2.72036,0,0,
216338_s_at,YIPF3,ENSG00000137207,15709,1591.3671,-2.61625,0,0,
201432_at,CAT,ENSG00000121691,960,1594.1971,-2.64616,0,0,
214239_x_at,PCGF2,ENSG00000056661,13618,1598.4585,-2.83294,0,0,
209556_at,NCDN,ENSG00000020129,9048,1599.7806,-2.61353,0,0,
213836_s_at,WIPI1,ENSG00000070540,13216,1600.476,-2.93915,0,0,
218853_s_at,MOSPD1,ENSG00000101928,18217,1600.9383,-2.43378,0,0,
218218_at,APPL2,ENSG00000136044,17583,1603.4514,-2.75834,0,0,
203204_s_at,KDM4A,ENSG00000066135,2732,1603.936,-2.34031,0,0,
218020_s_at,ZFAND3,ENSG00000156639,17385,1605.371,-2.4777,0,0,
218004_at,BSDC1,ENSG00000160058,17369,1606.1431,-2.48268,0,0,
208786_s_at,MAP1LC3B,ENSG00000140941,8281,1606.8224,-2.62042,0,0,
201471_s_at,SQSTM1,ENSG00000161011,999,1607.1721,-2.64469,0,0,
209409_at,GRB10,ENSG00000106070,8902,1609.348,-2.39396,0,0,
204341_at,TRIM16L,ENSG00000108448,3868,1609.848,-2.53362,0,0,
218045_x_at,PTMS,ENSG00000159335,17410,1612.4992,-2.53608,0,0,
218476_at,POMT1,ENSG00000130714,17841,1613.7975,-2.39081,0,0,
216061_x_at,PDGFB,ENSG00000100311,15433,1613.8984,-2.5095,0,0,
204942_s_at,ALDH3B2,ENSG00000132746,4469,1615.9983,-2.44426,0,0,
221039_s_at,ASAP1,ENSG00000153317,20403,1616.8995,-2.54877,0,0,
204201_s_at,PTPN13,ENSG00000163629,3728,1616.9011,-2.65057,0,0,
200899_s_at,MGEA5,ENSG00000198408,427,1621.1645,-2.48682,0,0,
204897_at,PTGER4,ENSG00000171522,4424,1624.7467,-2.36871,0,0,
202100_at,RALB,ENSG00000144118,1628,1625.7892,-2.59692,0,0,
205860_x_at,FOLH1,ENSG00000086205,5387,1626.0778,-2.62515,0,0,
219049_at,CSGALNACT1,ENSG00000147408,18413,1626.5112,-3.33018,0,0,
203732_at,TRIP4,ENSG00000103671,3259,1630.6822,-2.70682,0,0,
215127_s_at,RBMS1,ENSG00000153250,14501,1635.0302,-2.60973,0,0,
213446_s_at,IQGAP1,ENSG00000140575,12827,1635.0482,-2.38436,0,0,
210987_x_at,TPM1,ENSG00000140416,10434,1637.4121,-2.50637,0,0,
201925_s_at,CD55,ENSG00000196352,1453,1637.6159,-3.02095,0,0,
202085_at,TJP2,ENSG00000119139,1613,1639.2076,-2.80947,0,0,
201462_at,SCRN1,ENSG00000136193,990,1639.7193,-2.54383,0,0,
211456_x_at,MT1H,ENSG00000205358,10865,1643.0606,-2.422,0,0,
201778_s_at,KIAA0494,ENSG00000159658,1306,1644.7673,-2.79917,0,0,
202378_s_at,LEPROT,ENSG00000213625,1906,1646.1788,-2.57648,0,0,
202165_at,PPP1R2,ENSG00000184203,1693,1646.9813,-2.71942,0,0,
217743_s_at,TMEM30A,ENSG00000112697,17108,1652.8151,-2.76868,0,0,
212689_s_at,KDM3A,ENSG00000115548,12074,1653.244,-2.47959,0,0,
209530_at,CACNB3,ENSG00000167535,9023,1660.6502,-2.44698,0,0,
201301_s_at,ANXA4,ENSG00000196975,829,1660.7886,-2.66845,0,0,
201709_s_at,NIPSNAP1,ENSG00000184117,1237,1663.1789,-2.39612,0,0,
